Uniform SKU,length_cm,width_cm,height_cm,11/21/2024,11/22/2024,11/23/2024,11/24/2024,11/25/2024,11/26/2024,11/27/2024,11/28/2024,11/29/2024,11/30/2024,12/1/2024,12/2/2024,12/3/2024,12/4/2024,12/5/2024,12/6/2024,12/7/2024,12/8/2024,12/9/2024,12/10/2024,12/11/2024,12/12/2024,12/13/2024,12/14/2024,12/15/2024,12/16/2024,12/17/2024,12/18/2024,12/19/2024,12/20/2024,12/21/2024,12/22/2024,12/23/2024,12/24/2024,12/25/2024,12/26/2024,12/27/2024,12/28/2024,12/29/2024,12/30/2024,12/31/2024,1/1/2025,1/2/2025,1/3/2025,1/4/2025,1/5/2025,1/6/2025,1/7/2025,1/8/2025,1/9/2025,1/10/2025,1/11/2025,1/12/2025,1/13/2025,1/14/2025,1/15/2025,1/16/2025,1/17/2025,1/18/2025,1/19/2025,1/20/2025,1/21/2025,1/22/2025,1/23/2025,1/24/2025,1/25/2025,1/26/2025,1/27/2025,1/28/2025,1/29/2025,1/30/2025,1/31/2025
3375-182676,33,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375-851376,19,9,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377-131851,26,13,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388-242835,32,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388-242840,32,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394-101299,18,10,5,,,,,,,,,,,,1,5,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
3398-182499,26,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3399-162499,31,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3404-122051,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3404-152211,29,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
4404-081200,24,17,4,,,2,,,1,,,,,,2,,,,,,,,,,6,,,,,,,,,,3,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,10,,,,,,,
4404-081208,24,17,4,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,12,,,,,,10,,,,,
4404-101500,25,17,10,,,,,7,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404-111700,25,22,8,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,1,,,,,,,,,
4404-121800,26,23,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404-162400,38,25,11,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405-081215,24,15,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,10,,,,,,,,,,,
4405-091515,30,21,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,,,,,,,,,,,
4405-101715,31,21,6,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405-121715,18,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,
4405-142115,30,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
4406-101715,28,16,9,,,,,,,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406-182515,30,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
4406-212815,30,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
4407-071000,20,8,8,,,,4,,10,,,,,,,,,,,,,,,,,,,,,,25,,,3,,,,,1,,1,,,,1,,,3,,1,1,,,,1,,,1,3,,,,,1,1,,,,,,25,1,1,,
4407-071008,23,16,5,,,,,,2,,,14,,3,4,,,1,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,10,,,,1,,,,,,,,10,,1,,,,,,,1,,
4408-142208,30,17,8,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,2,25,,,,,,,,,,,,,
4408-182600,39,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
4408-182608,39,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,
4411-081101,30,23,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411-091301,30,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414-141745,28,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
4414-141750,28,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
4417-951400,28,19,7,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419-080860,31,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
4419-081160,33,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,1,,,,,
4419-091360,35,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,25,,,,,,,,,1,,,,4,
4420-142260,43,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4420-172660,39,25,13,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421-091301,33,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
4422-182601,37,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,
4423-142215,39,25,11,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424-080860,32,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
4424-081160,32,23,8,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4424-091360,35,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
4425-142260,39,26,9,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,,,,,,,
4425-172660,36,24,12,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,
4428-182615,37,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
4429-091360,39,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4433-091360,41,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-142004,26,14,6,5,,,,,1,,,,,1,,1,,,,5,,,,2,,,,1,,,,,3,,,,,2,,5,,1,,1,,,,,,,,2,,,,,,5,,,,,,,1,,,2,,,,,,,
4441-142007,26,14,6,,,,,1,,,1,,,1,,,,,,,,,,4,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,
4441-142010,26,14,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-142015,26,14,6,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-142019,26,14,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-142020,26,14,6,,,,,,,,,,,,1,1,1,1,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,1,
4441-142025,26,14,6,,,,,,,,,,,,1,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4441-142029,26,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4441-142030,26,14,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-142040,26,14,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-142050,26,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
4441-162204,25,16,7,1,1,,1,,,1,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,
4441-162207,25,16,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-162210,25,16,7,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-162220,25,16,7,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4441-162224,25,16,7,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-162225,25,16,7,,,,,0,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441-162230,25,16,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4441-162240,25,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4441-162250,25,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,
4441-223004,35,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442-142010,24,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442-142025,24,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
4443-142021,26,14,5,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443-162205,28,16,8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443-162211,28,16,8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443-162221,28,16,8,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444-152304,28,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444-152310,28,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
4444-152325,28,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500-320105,7,6,3,7,1,1,1,,1,1,,4,,1,1,,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,6,,2,,2,,2,,,2,2,2,,,2,1,2,,6,,3
5500-320320,11.5,6.5,3,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500-320330,11.5,6.5,3,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500-320331,11.5,6.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
5500-320345,11.5,6.5,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500-330104,20,4.5,4.5,17,20,9,9,11,7,6,11,22,22,21,15,13,9,16,21,15,22,19,12,25,21,12,9,15,9,19,16,17,13,11,9,11,19,35,40,27,45,32,22,17,29,26,15,11,23,20,9,10,19,18,17,22,7,13,16,12,20,16,14,21,16,10,6,15,16,20,12,15,10,17,12
5500-330107,20,4.5,4.5,1,1,2,,3,2,3,,3,4,3,5,1,4,4,,2,3,6,5,2,3,1,3,3,2,1,1,1,1,2,3,4,4,7,3,7,4,6,2,6,5,1,1,6,6,,1,,5,2,1,3,5,6,4,4,6,4,3,1,7,3,3,1,2,5,3,,3,4,2
5500-330120,20,4.5,4.5,,,,,2,,,1,,1,,,,,,1,2,3,1,,,,,,1,,1,1,2,,1,,,1,2,1,,,1,1,,,,1,2,1,,1,,,,2,2,,1,2,1,,,,,1,2,3,1,,,,1,,,1
5500-330130,20,4.5,4.5,2,5,6,2,,,1,,2,2,,4,1,2,1,1,2,1,,1,1,2,3,2,1,2,,1,,,2,,2,,2,2,3,2,2,1,,1,1,1,2,3,2,,1,3,3,3,1,5,2,3,1,2,,1,2,,2,2,1,1,3,1,6,1,8,2
5500-330204,20,5,5,,,,,,3,,,,,,,1,,,1,1,,,1,2,,2,,1,,1,,,1,1,,1,1,2,1,1,,,1,1,1,1,,,1,2,,1,,1,,1,,1,1,1,,1,,,1,,,1,,2,,,,1,
5500-330207,20,5,5,,,,1,,,,,,,,2,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,1,,,,,,,2,,1,,,
5500-330220,20,5,5,,1,,,,,1,,,,,1,1,,,,1,,,1,,1,2,,,,,,1,1,1,1,,,,1,,,,1,1,2,,1,1,,,1,,,,,1,1,,,,,1,,,,,1,1,,,4,,,,
5500-330230,20,5,5,,1,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,2,,,,1,,1,1,2,,,,1,,,,,
5500-330330,20,5,5,7,5,7,4,1,3,2,3,6,4,5,4,3,2,7,3,2,7,7,7,5,3,3,2,3,,4,2,3,3,2,2,2,1,1,1,1,2,,1,1,4,3,7,2,,1,4,2,3,6,2,7,3,1,3,1,2,2,4,,4,3,1,1,1,4,9,1,3,3,2
5500-330404,20,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,
5500-330504,20,5,5,2,,1,1,1,2,3,,1,4,,3,2,1,,1,1,2,2,1,,1,,,,1,,,,,,1,,1,,2,,2,1,1,1,,2,1,,1,1,,,1,,5,1,2,1,2,1,1,1,2,,,,,,1,,,,,1,
5500-330507,20,5,5,5,6,2,2,3,3,4,4,3,2,2,7,3,4,3,1,5,3,5,5,5,3,1,3,1,1,1,2,1,3,2,4,6,2,5,2,4,2,5,,3,4,2,8,6,6,3,4,3,4,1,4,4,1,1,2,2,1,3,3,3,4,2,3,,7,2,3,,,,2
5500-330604,20,5,5,1,2,3,3,10,4,2,2,8,1,6,8,2,2,9,5,1,7,2,3,7,5,1,,3,2,4,1,6,3,2,2,3,3,6,2,4,3,4,7,2,3,2,2,2,5,1,4,1,3,2,2,1,5,4,4,2,6,2,1,1,,9,5,3,4,4,4,1,,,3
5500-330607,20,5,5,10,7,9,6,10,9,13,9,8,9,7,18,8,14,3,1,1,7,5,10,4,3,9,8,5,3,3,6,2,3,4,7,5,4,2,5,2,1,4,1,2,3,3,4,5,4,5,4,3,3,7,6,13,4,2,3,6,3,8,1,6,2,1,1,2,4,3,2,3,2,4,4
5500-330804,20,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
5500-330904,20,5,5,,,1,1,,,,1,,2,,1,,1,2,,2,2,,1,,1,3,1,1,,1,1,,,2,,,2,1,2,1,,1,1,,,,,1,2,1,1,,,,,1,,,,1,3,1,,,,,,2,3,,1,,,,2
5500-331004,20,5,5,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,2,
5500-331107,20,5,5,3,,1,4,1,2,,1,2,1,2,7,4,,4,2,1,4,7,3,1,8,,1,3,1,,1,2,1,1,1,,,3,1,3,3,,2,,1,3,,1,,1,1,2,2,1,1,1,,1,,1,1,,1,2,1,2,1,,,,,2,1,2,1
5500-331204,20,5,5,2,1,2,1,1,1,2,2,1,2,1,3,2,2,,1,3,5,2,2,1,1,3,4,3,5,,1,1,1,2,3,1,,3,2,4,2,5,4,6,1,1,6,,3,3,1,1,3,4,2,2,2,2,,2,1,2,5,3,1,1,1,1,2,1,,1,1,3,2
5500-370204,7,3.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,
5500-370215,7,3.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5500-370220,7,3.5,1.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
5500-370230,7,3.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,
5500-370410,7,5.5,2.5,,,,,1,,,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500-370510,7,5,2,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500-370615,7,5,2,1,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501-010704,9,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600-110220,8,8,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600-120297,17,15,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,4,,,,,,
6601-100204,14,11,2,4,,,,,,,2,,,1,1,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,2,2,,,,,,1,,,,,,,,,,,,
6601-100207,14,11,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
6601-100250,14,11,2,,,1,,,,,,,,1,,,3,4,,,,,1,,,1,1,,,,,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
6601-100330,33.5,9,18,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
6601-100604,12,6,5,,,,,,,1,,,,1,,,,,,,1,,,,,,1,1,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
6601-100607,12,6,5,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703-052560,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704-032599,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9901-050707,10,5,5,,,,,,,,,,,,,,1,,,3,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901-060807,12,6,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
9901-070907,12,7,5,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901-081207,15,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
9901-091007,15,9,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901-101507,18,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901-121607,20,13,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901-152007,24,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
9902-050707,7,5,5,,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,
9902-060807,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902-081207,12,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,
9902-091007,10,9,5,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9902-101507,15,10,5,2,,,,,14,,,,,,,,,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,16,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
9902-121507,15,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903-050607,10,6,3,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,10,,,,,,1,,,,,5,,,,,,,,,,,,,,,2,2,,,,,,,,,1,,,2
9903-060707,11,7,3,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,,3,,,,,,,,1,,,1,,,1,,,,,1,,2,,,,,,,,,,,,,2,,,,,,,,,,
9903-070907,13,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,2,,
9911-123304,40,21,0.25,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913-403651,43,26,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922-203000,23,21,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922-253500,28,22,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922-304000,33,24,7,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923-253501,28,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
